V(grid)	V(plate)
1.434721e+01	1.606895e+01
1.439408e+01	1.605653e+01
1.444096e+01	1.604437e+01
1.448783e+01	1.603245e+01
1.453471e+01	1.602079e+01
1.458158e+01	1.600937e+01
1.462846e+01	1.599818e+01
1.467533e+01	1.598724e+01
1.472221e+01	1.597654e+01
1.476908e+01	1.596607e+01
1.481596e+01	1.595583e+01
1.486283e+01	1.594581e+01
1.490971e+01	1.593603e+01
1.495658e+01	1.592646e+01
1.500346e+01	1.591712e+01
1.505033e+01	1.590799e+01
1.509721e+01	1.589908e+01
1.514408e+01	1.589039e+01
1.519096e+01	1.588190e+01
1.523783e+01	1.587362e+01
1.528471e+01	1.586555e+01
1.533158e+01	1.585769e+01
1.537846e+01	1.585002e+01
1.542533e+01	1.584256e+01
1.547221e+01	1.583529e+01
1.551908e+01	1.582822e+01
1.556596e+01	1.582134e+01
1.561283e+01	1.581465e+01
1.565971e+01	1.580815e+01
1.570658e+01	1.580184e+01
1.575346e+01	1.579571e+01
1.580033e+01	1.578977e+01
1.584721e+01	1.578400e+01
1.589408e+01	1.577842e+01
1.594096e+01	1.577301e+01
1.598783e+01	1.576778e+01
1.603471e+01	1.576273e+01
1.608158e+01	1.575784e+01
1.612846e+01	1.575313e+01
1.617533e+01	1.574858e+01
1.622221e+01	1.574420e+01
1.626908e+01	1.573999e+01
1.631596e+01	1.573594e+01
1.636283e+01	1.573205e+01
1.640971e+01	1.572832e+01
1.645658e+01	1.572475e+01
1.650346e+01	1.572133e+01
1.655033e+01	1.571807e+01
1.659721e+01	1.571497e+01
1.664408e+01	1.571202e+01
1.669096e+01	1.570921e+01
1.673783e+01	1.570656e+01
1.678471e+01	1.570406e+01
1.683158e+01	1.570170e+01
1.687846e+01	1.569948e+01
1.692533e+01	1.569741e+01
1.697221e+01	1.569548e+01
1.701908e+01	1.569370e+01
1.706596e+01	1.569205e+01
1.711283e+01	1.569054e+01
1.715971e+01	1.568916e+01
1.720658e+01	1.568792e+01
1.725346e+01	1.568682e+01
1.730033e+01	1.568585e+01
1.734721e+01	1.568501e+01
1.739408e+01	1.568429e+01
1.744096e+01	1.568371e+01
1.748783e+01	1.568326e+01
1.753471e+01	1.568293e+01
1.758158e+01	1.568273e+01
1.762846e+01	1.568266e+01
1.767533e+01	1.568270e+01
1.772221e+01	1.568287e+01
1.776908e+01	1.568316e+01
1.781596e+01	1.568357e+01
1.786283e+01	1.568410e+01
1.790971e+01	1.568474e+01
1.795658e+01	1.568550e+01
1.800346e+01	1.568638e+01
1.805033e+01	1.568737e+01
1.809721e+01	1.568848e+01
1.814408e+01	1.568970e+01
1.819096e+01	1.569103e+01
1.823783e+01	1.569246e+01
1.828471e+01	1.569401e+01
1.833158e+01	1.569567e+01
1.837846e+01	1.569744e+01
1.842533e+01	1.569931e+01
1.847221e+01	1.570128e+01
1.851908e+01	1.570337e+01
1.856596e+01	1.570555e+01
1.861283e+01	1.570784e+01
1.865971e+01	1.571023e+01
1.870658e+01	1.571272e+01
1.875346e+01	1.571531e+01
1.880033e+01	1.571800e+01
1.884721e+01	1.572079e+01
1.889408e+01	1.572368e+01
1.894096e+01	1.572666e+01
1.898783e+01	1.572974e+01
1.903471e+01	1.573292e+01
1.908158e+01	1.573619e+01
1.912846e+01	1.573955e+01
1.917533e+01	1.574301e+01
1.922221e+01	1.574655e+01
1.926908e+01	1.575019e+01
1.931596e+01	1.575392e+01
1.936283e+01	1.575774e+01
1.940971e+01	1.576165e+01
1.945658e+01	1.576565e+01
1.950346e+01	1.576973e+01
1.955033e+01	1.577390e+01
1.959721e+01	1.577816e+01
1.964408e+01	1.578250e+01
1.969096e+01	1.578693e+01
1.973783e+01	1.579144e+01
1.978471e+01	1.579603e+01
1.983158e+01	1.580071e+01
1.987846e+01	1.580547e+01
1.992533e+01	1.581031e+01
1.997221e+01	1.581523e+01
2.001908e+01	1.582023e+01
2.006596e+01	1.582531e+01
2.011283e+01	1.583047e+01
2.015971e+01	1.583570e+01
2.020658e+01	1.584102e+01
2.025346e+01	1.584641e+01
2.030033e+01	1.585188e+01
2.034721e+01	1.585742e+01
2.039408e+01	1.586304e+01
2.044096e+01	1.586873e+01
2.048783e+01	1.587450e+01
2.053471e+01	1.588034e+01
2.058158e+01	1.588625e+01
2.062846e+01	1.589223e+01
2.067533e+01	1.589829e+01
2.072221e+01	1.590442e+01
2.076908e+01	1.591062e+01
2.081596e+01	1.591689e+01
2.086283e+01	1.592322e+01
2.090971e+01	1.592963e+01
2.095658e+01	1.593611e+01
2.100346e+01	1.594265e+01
2.105033e+01	1.594926e+01
2.109721e+01	1.595594e+01
2.114408e+01	1.596268e+01
2.119096e+01	1.596949e+01
2.123783e+01	1.597636e+01
2.128471e+01	1.598330e+01
2.133158e+01	1.599031e+01
2.137846e+01	1.599738e+01
2.142533e+01	1.600451e+01
2.147221e+01	1.601170e+01
2.151908e+01	1.601896e+01
2.156596e+01	1.602628e+01
2.161283e+01	1.603366e+01
2.165971e+01	1.604110e+01
2.170658e+01	1.604860e+01
2.175346e+01	1.605617e+01
2.180033e+01	1.606379e+01
2.184721e+01	1.607147e+01
2.189408e+01	1.607921e+01
2.194096e+01	1.608701e+01
2.198783e+01	1.609487e+01
2.203471e+01	1.610279e+01
2.208158e+01	1.611076e+01
2.212846e+01	1.611879e+01
2.217533e+01	1.612688e+01
2.222221e+01	1.613502e+01
2.226908e+01	1.614322e+01
2.231596e+01	1.615147e+01
2.236283e+01	1.615978e+01
2.240971e+01	1.616814e+01
2.245658e+01	1.617656e+01
2.250346e+01	1.618503e+01
2.255033e+01	1.619355e+01
2.259721e+01	1.620213e+01
2.264408e+01	1.621076e+01
2.269096e+01	1.621944e+01
2.273783e+01	1.622818e+01
2.278471e+01	1.623696e+01
2.283158e+01	1.624580e+01
2.287846e+01	1.625468e+01
2.292533e+01	1.626362e+01
2.297221e+01	1.627261e+01
2.301908e+01	1.628165e+01
2.306596e+01	1.629074e+01
2.311283e+01	1.629987e+01
2.315971e+01	1.630906e+01
2.320658e+01	1.631829e+01
2.325346e+01	1.632757e+01
2.330033e+01	1.633690e+01
2.334721e+01	1.634628e+01
2.339408e+01	1.635570e+01
2.344096e+01	1.636518e+01
2.348783e+01	1.637469e+01
2.353471e+01	1.638426e+01
2.358158e+01	1.639387e+01
2.362846e+01	1.640352e+01
2.367533e+01	1.641322e+01
2.372221e+01	1.642297e+01
2.376908e+01	1.643276e+01
2.381596e+01	1.644260e+01
2.386283e+01	1.645247e+01
2.390971e+01	1.646240e+01
2.395658e+01	1.647236e+01
2.400000e+01	1.648163e+01
