V(grid)	V(plate)
2.847067e-01	1.957254e+02
3.315817e-01	1.937018e+02
3.784567e-01	1.916781e+02
4.253317e-01	1.896543e+02
4.722067e-01	1.876305e+02
5.190817e-01	1.856067e+02
5.659567e-01	1.835829e+02
6.128317e-01	1.815594e+02
6.597067e-01	1.795361e+02
7.065817e-01	1.775130e+02
7.534567e-01	1.754904e+02
8.003317e-01	1.734682e+02
8.472067e-01	1.714465e+02
8.940817e-01	1.694254e+02
9.409567e-01	1.674050e+02
9.878317e-01	1.653854e+02
1.034707e+00	1.633667e+02
1.081582e+00	1.613490e+02
1.128457e+00	1.593324e+02
1.175332e+00	1.573170e+02
1.222207e+00	1.553029e+02
1.269082e+00	1.532902e+02
1.315957e+00	1.512791e+02
1.362832e+00	1.492697e+02
1.409707e+00	1.472621e+02
1.456582e+00	1.452565e+02
1.503457e+00	1.432531e+02
1.550332e+00	1.412519e+02
1.597207e+00	1.392533e+02
1.644082e+00	1.372573e+02
1.690957e+00	1.352642e+02
1.737832e+00	1.332742e+02
1.784707e+00	1.312875e+02
1.831582e+00	1.293043e+02
1.878457e+00	1.273249e+02
1.925332e+00	1.253496e+02
1.972207e+00	1.233786e+02
2.019082e+00	1.214123e+02
2.065957e+00	1.194509e+02
2.112832e+00	1.174949e+02
2.159707e+00	1.155446e+02
2.206582e+00	1.136003e+02
2.253457e+00	1.116626e+02
2.300332e+00	1.097319e+02
2.347207e+00	1.078086e+02
2.394082e+00	1.058933e+02
2.440957e+00	1.039866e+02
2.487832e+00	1.020893e+02
2.534707e+00	1.002025e+02
2.581582e+00	9.832960e+01
2.628457e+00	9.647373e+01
2.675332e+00	9.463633e+01
2.722207e+00	9.282265e+01
2.769082e+00	9.103915e+01
2.815957e+00	8.928747e+01
2.862832e+00	8.756976e+01
2.909707e+00	8.589112e+01
2.956582e+00	8.425188e+01
3.003457e+00	8.264990e+01
3.050332e+00	8.108472e+01
3.097207e+00	7.955568e+01
3.144082e+00	7.806209e+01
3.190957e+00	7.660316e+01
3.237832e+00	7.517812e+01
3.284707e+00	7.378619e+01
3.331582e+00	7.242663e+01
3.378457e+00	7.109869e+01
3.425332e+00	6.980168e+01
3.472207e+00	6.853493e+01
3.519082e+00	6.729780e+01
3.565957e+00	6.608968e+01
3.612832e+00	6.490999e+01
3.659707e+00	6.375816e+01
3.706582e+00	6.263366e+01
3.753457e+00	6.153597e+01
3.800332e+00	6.046459e+01
3.847207e+00	5.941903e+01
3.894082e+00	5.839880e+01
3.940957e+00	5.740345e+01
3.987832e+00	5.643250e+01
4.034707e+00	5.548550e+01
4.081582e+00	5.456200e+01
4.128457e+00	5.366153e+01
4.175332e+00	5.278364e+01
4.222207e+00	5.192788e+01
4.269082e+00	5.109380e+01
4.315957e+00	5.028095e+01
4.362832e+00	4.948888e+01
4.409707e+00	4.871712e+01
4.456582e+00	4.796523e+01
4.503457e+00	4.723275e+01
4.550332e+00	4.651923e+01
4.597207e+00	4.582422e+01
4.644082e+00	4.514727e+01
4.690957e+00	4.448793e+01
4.737832e+00	4.384577e+01
4.784707e+00	4.322033e+01
4.831582e+00	4.261119e+01
4.878457e+00	4.201792e+01
4.925332e+00	4.144009e+01
4.972207e+00	4.087729e+01
5.019082e+00	4.032909e+01
5.065957e+00	3.979510e+01
5.112832e+00	3.927493e+01
5.159707e+00	3.876817e+01
5.206582e+00	3.827445e+01
5.253457e+00	3.779340e+01
5.300332e+00	3.732465e+01
5.347207e+00	3.686785e+01
5.394082e+00	3.642265e+01
5.440957e+00	3.598870e+01
5.487832e+00	3.556569e+01
5.534707e+00	3.515329e+01
5.581582e+00	3.475118e+01
5.628457e+00	3.435906e+01
5.675332e+00	3.397665e+01
5.722207e+00	3.360365e+01
5.769082e+00	3.323978e+01
5.815957e+00	3.288478e+01
5.862832e+00	3.253839e+01
5.909707e+00	3.220035e+01
5.956582e+00	3.187041e+01
6.003457e+00	3.154835e+01
6.050332e+00	3.123392e+01
6.097207e+00	3.092690e+01
6.144082e+00	3.062709e+01
6.190957e+00	3.033427e+01
6.237832e+00	3.004824e+01
6.284707e+00	2.976880e+01
6.331582e+00	2.949577e+01
6.378457e+00	2.922896e+01
6.425332e+00	2.896820e+01
6.472207e+00	2.871330e+01
6.519082e+00	2.846412e+01
6.565957e+00	2.822048e+01
6.612832e+00	2.798223e+01
6.659707e+00	2.774923e+01
6.706582e+00	2.752133e+01
6.753457e+00	2.729838e+01
6.800332e+00	2.708025e+01
6.847207e+00	2.686681e+01
6.894082e+00	2.665794e+01
6.940957e+00	2.645350e+01
6.987832e+00	2.625339e+01
7.034707e+00	2.605748e+01
7.081582e+00	2.586567e+01
7.128457e+00	2.567784e+01
7.175332e+00	2.549389e+01
7.222207e+00	2.531372e+01
7.269082e+00	2.513724e+01
7.315957e+00	2.496434e+01
7.362832e+00	2.479494e+01
7.409707e+00	2.462895e+01
7.456582e+00	2.446627e+01
7.503457e+00	2.430684e+01
7.550332e+00	2.415056e+01
7.597207e+00	2.399736e+01
7.644082e+00	2.384716e+01
7.690957e+00	2.369989e+01
7.737832e+00	2.355547e+01
7.784707e+00	2.341385e+01
7.831582e+00	2.327494e+01
7.878457e+00	2.313869e+01
7.925332e+00	2.300503e+01
7.972207e+00	2.287390e+01
8.019082e+00	2.274524e+01
8.065957e+00	2.261900e+01
8.112832e+00	2.249511e+01
8.159707e+00	2.237352e+01
8.206582e+00	2.225419e+01
8.253457e+00	2.213705e+01
8.300332e+00	2.202206e+01
8.347207e+00	2.190918e+01
8.394082e+00	2.179834e+01
8.440957e+00	2.168951e+01
8.487832e+00	2.158265e+01
8.534707e+00	2.147771e+01
8.581582e+00	2.137464e+01
8.628457e+00	2.127341e+01
8.675332e+00	2.117398e+01
8.722207e+00	2.107630e+01
8.769082e+00	2.098035e+01
8.815957e+00	2.088608e+01
8.862832e+00	2.079346e+01
8.909707e+00	2.070246e+01
8.956582e+00	2.061304e+01
9.003457e+00	2.052516e+01
9.050332e+00	2.043880e+01
9.097207e+00	2.035393e+01
9.144082e+00	2.027051e+01
9.190957e+00	2.018852e+01
9.237832e+00	2.010793e+01
9.284707e+00	2.002870e+01
9.331582e+00	1.995081e+01
9.378457e+00	1.987424e+01
9.425332e+00	1.979896e+01
9.472207e+00	1.972494e+01
9.519082e+00	1.965216e+01
9.565957e+00	1.958060e+01
9.612832e+00	1.951023e+01
9.659707e+00	1.944103e+01
9.706582e+00	1.937298e+01
9.753457e+00	1.930605e+01
9.800332e+00	1.924023e+01
9.847207e+00	1.917549e+01
9.894082e+00	1.911181e+01
9.940957e+00	1.904918e+01
9.987832e+00	1.898757e+01
1.003471e+01	1.892697e+01
1.008158e+01	1.886736e+01
1.012846e+01	1.880872e+01
1.017533e+01	1.875102e+01
1.022221e+01	1.869427e+01
1.026908e+01	1.863843e+01
1.031596e+01	1.858350e+01
1.036283e+01	1.852945e+01
1.040971e+01	1.847627e+01
1.045658e+01	1.842395e+01
1.050346e+01	1.837247e+01
1.055033e+01	1.832182e+01
1.059721e+01	1.827198e+01
1.064408e+01	1.822294e+01
1.069096e+01	1.817469e+01
1.073783e+01	1.812720e+01
1.078471e+01	1.808048e+01
1.083158e+01	1.803450e+01
1.087846e+01	1.798926e+01
1.092533e+01	1.794474e+01
1.097221e+01	1.790092e+01
1.101908e+01	1.785781e+01
1.106596e+01	1.781539e+01
1.111283e+01	1.777364e+01
1.115971e+01	1.773255e+01
1.120658e+01	1.769212e+01
1.125346e+01	1.765233e+01
1.130033e+01	1.761318e+01
1.134721e+01	1.757465e+01
1.139408e+01	1.753674e+01
1.144096e+01	1.749943e+01
1.148783e+01	1.746271e+01
1.153471e+01	1.742658e+01
1.158158e+01	1.739103e+01
1.162846e+01	1.735605e+01
1.167533e+01	1.732162e+01
1.172221e+01	1.728775e+01
1.176908e+01	1.725442e+01
1.181596e+01	1.722162e+01
1.186283e+01	1.718935e+01
1.190971e+01	1.715760e+01
1.195658e+01	1.712636e+01
1.200346e+01	1.709562e+01
1.205033e+01	1.706538e+01
1.209721e+01	1.703563e+01
1.214408e+01	1.700636e+01
1.219096e+01	1.697756e+01
1.223783e+01	1.694923e+01
1.228471e+01	1.692137e+01
1.233158e+01	1.689396e+01
1.237846e+01	1.686699e+01
1.242533e+01	1.684047e+01
1.247221e+01	1.681439e+01
1.251908e+01	1.678873e+01
1.256596e+01	1.676350e+01
1.261283e+01	1.673868e+01
1.265971e+01	1.671428e+01
1.270658e+01	1.669028e+01
1.275346e+01	1.666669e+01
1.280033e+01	1.664349e+01
1.284721e+01	1.662067e+01
1.289408e+01	1.659825e+01
1.294096e+01	1.657620e+01
1.298783e+01	1.655453e+01
1.303471e+01	1.653323e+01
1.308158e+01	1.651229e+01
1.312846e+01	1.649171e+01
1.317533e+01	1.647149e+01
1.322221e+01	1.645161e+01
1.326908e+01	1.643209e+01
1.331596e+01	1.641290e+01
1.336283e+01	1.639405e+01
1.340971e+01	1.637553e+01
1.345658e+01	1.635735e+01
1.350346e+01	1.633948e+01
1.355033e+01	1.632194e+01
1.359721e+01	1.630471e+01
1.364408e+01	1.628779e+01
1.369096e+01	1.627118e+01
1.373783e+01	1.625488e+01
1.378471e+01	1.623887e+01
1.383158e+01	1.622316e+01
1.387846e+01	1.620775e+01
1.392533e+01	1.619262e+01
1.397221e+01	1.617778e+01
1.401908e+01	1.616323e+01
1.406596e+01	1.614895e+01
1.411283e+01	1.613494e+01
1.415971e+01	1.612122e+01
1.420658e+01	1.610775e+01
1.425346e+01	1.609456e+01
1.430033e+01	1.608162e+01
